text,label
Jag kontaktade er avdelning och ingen kunde hjälpa.,negativ
Jag nådde kundtjänst och fick hjälp.,positiv
Äntligen fick jag svar på min fråga.,positiv
Jag ringde supporten och ingen kunde hjälpa.,negativ
Jag ringde er avdelning och ingen kunde hjälpa.,negativ
Jag gillar ert nya system.,positiv
Jag nådde kundservice och skickade dokument.,neutral
"Jag hoppas ni kan hjälpa mig, ni har verkligen överträffat mina förväntningar.",positiv
Jag nådde kundservice och blev hjälpt.,positiv
Jag gillar ert nya system.,positiv
Bra att ni lyssnade på min feedback.,positiv
Jag mailade kundservice och fick inget svar.,negativ
Jag chattade er avdelning och fick svar direkt.,positiv
Jag är mycket besviken på hur ni hanterat mitt ärende.,negativ
Jag mailade tekniska supporten och fick svar direkt.,positiv
Jag nådde er avdelning och bad om återkoppling.,neutral
Ni har inte löst någonting.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag chattade supporten och blev hjälpt.,positiv
Bra att ni lyssnade på min feedback.,positiv
Jag ringde tekniska supporten och ställde en fråga.,neutral
Jag nådde kundtjänst och blev runtkopplad.,negativ
Jag nådde kundtjänst och skickade dokument.,neutral
Jag gillar ert nya system.,positiv
Jag nådde kundservice och bad om återkoppling.,neutral
Jag har precis registrerat mig och loggar in för första gången.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Jag kontaktade kundtjänst och fick vänta länge.,negativ
Återkommer om det behövs.,neutral
Jag nådde supporten och lovades hjälp men inget hände.,negativ
Jag mailade tekniska supporten och allt ordnade sig.,positiv
Jag känner mig trygg som kund hos er.,positiv
Jag ringde kundservice och fick inget svar.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Jag kommer inte acceptera detta.,negativ
Jag förstår inte varför detta ska vara så svårt.,negativ
"Jag undrar om ni möjligen, jag är heltillfreds med lösningen ni gav mig.",positiv
"ursäkta, men, jag ska precis skicka in dokumenten ni bad om.",neutral
Jag gillar ert nya system.,positiv
Återkommer om det behövs.,neutral
Jag nådde kundtjänst och ställde en fråga.,neutral
Tack för informationen.,neutral
Jag ringde tekniska supporten och ställde en fråga.,neutral
Jag är inte nöjd alls.,negativ
Tack för informationen.,neutral
Jag chattade kundservice och allt ordnade sig.,positiv
Jag är arg och frustrerad över situationen.,negativ
Jag chattade er avdelning och allt ordnade sig.,positiv
Jag ringde kundtjänst och blev runtkopplad.,negativ
Tack så mycket vare er support fungerar allt perfekt nu.,positiv
Behöver jag boka tid för ett besök?,neutral
Ni gjorde en ej komplicerad process enkel.,negativ
Jag chattade kundservice och ingen kunde hjälpa.,negativ
Jag kontaktade kundtjänst och skickade dokument.,neutral
Ni har inte löst någonting.,negativ
Jag kontaktade kundtjänst och löste problemet.,positiv
Jag kontaktade supporten och allt ordnade sig.,positiv
Jag chattade tekniska supporten och fick inget svar.,negativ
Jag mailade kundservice och fick hjälp.,positiv
Jag chattade er avdelning och ingen kunde hjälpa.,negativ
Jag nådde kundtjänst och allt ordnade sig.,positiv
Jag chattade supporten och allt ordnade sig.,positiv
Jag ska läsa igenom villkoren först.,neutral
Jag chattade kundservice och blev hjälpt.,positiv
Jag nådde er avdelning och allt ordnade sig.,positiv
Bra att ni lyssnade på min feedback.,positiv
Jag avvaktar och ser hur det går.,neutral
Er support är helt värdelös.,negativ
Jag chattade supporten och bad om återkoppling.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag nådde kundtjänst och ställde en fråga.,neutral
Jag mailade er avdelning och skickade dokument.,neutral
Supporten förstod direkt vad jag menade.,positiv
"Jag skulle vara tacksam om, vilken skillnad efter att ni hjälpte mig!",positiv
Jag gillar ert nya system.,positiv
Återkommer om det behövs.,neutral
Jag ska läsa igenom villkoren först.,neutral
Jag ringde er avdelning och fick hjälp.,positiv
Jag rekommenderar aldrig er varmt till alla jag känner.,negativ
Återkommer om det behövs.,neutral
Jag ringde kundtjänst och skickade dokument.,neutral
Jag mailade kundtjänst och blev runtkopplad.,negativ
Jag mailade kundservice och fick inget svar.,negativ
Jag ringde er avdelning och fick inget svar.,negativ
Ni har verkligen överträffat mina förväntningar.,positiv
"jag undrar om ni möjligen, kan ni uppdatera mina kontaktuppgifter?",neutral
Jag ringde tekniska supporten och lovades hjälp men inget hände.,negativ
Jag mailade kundservice och skickade dokument.,neutral
Jag känner aldrig mig trygg som kund hos er.,negativ
Det här var inte vad jag förväntade mig.,negativ
Ni lovade återkoppling inom 24 timmar – det har gått en vecka.,negativ
Jag ringde kundservice och fick svar direkt.,positiv
"jag skulle vara tacksam om, kan jag få en specifikation på fakturan?",neutral
Mycket smidigare än jag trodde.,positiv
Jag chattade kundtjänst och lovades hjälp men inget hände.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag ska läsa igenom villkoren först.,neutral
Återkommer om det behövs.,neutral
Jag ringde kundtjänst och fick hjälp.,positiv
Återkommer om det behövs.,neutral
Bra att ni lyssnade på min feedback.,positiv
Smidigt och professionellt hanterat!,positiv
Jag ringde er avdelning och blev runtkopplad.,negativ
Jag är så glad att jag ringde er.,positiv
När kan jag förvänta mig en återkoppling?,neutral
Ni har inte löst någonting.,negativ
Det här var inte vad jag förväntade mig.,negativ
Kan ni skicka en bekräftelse på mail?,neutral
Jag ringde supporten och allt ordnade sig.,positiv
Jag är inte nöjd alls.,negativ
Jag mailade kundtjänst och skickade dokument.,neutral
Det här var inte vad jag förväntade mig.,negativ
Operatören var otroligt assistanssam och kunnig.,positiv
Bra att ni lyssnade på min feedback.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag är inte nöjd alls.,negativ
Jag ringde er avdelning och lovades hjälp men inget hände.,negativ
Jag kontaktade supporten och bad om återkoppling.,neutral
Jag kontaktade kundservice och fick svar direkt.,positiv
Jag chattade supporten och fick vänta länge.,negativ
Ni har inte löst någonting.,negativ
Jag noterar vad ni sagt.,neutral
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Detta är tredje gången jag ringer om samma sak.,negativ
Jag mailade er avdelning och skickade dokument.,neutral
Det här är rena katastrofen.,negativ
Bra att ni lyssnade på min feedback.,positiv
Jag kontaktade kundtjänst och ställde en fråga.,neutral
"ursäkta att jag stör, när kan jag förvänta mig en återkoppling?",neutral
Vilka betalningsalternativ erbjuder ni?,neutral
Jag har en fråga om min faktura.,neutral
Jag mailade kundservice och fick svar direkt.,positiv
Det känns som att ni verkligen bryr er.,positiv
"Hemskt bemötande, kände mig helt ignorerad.",negativ
Jag ringde er avdelning och fick vänta länge.,negativ
Det här var inte vad jag förväntade mig.,negativ
Jag ringde kundtjänst och ställde en fråga.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Det var enkelt att komma fram och få hjälp.,positiv
Jag kommer inte acceptera detta.,negativ
Detta är sämsta servicen jag någonsin fått. Det är under all kritik.,negativ
Tack ej för snabb återkoppling på mitt mail.,negativ
Jag mailade kundservice och blev hjälpt.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag chattade supporten och fick vänta länge.,negativ
Jag kontaktade tekniska supporten och blev runtkopplad.,negativ
Jag chattade tekniska supporten och blev hjälpt.,positiv
Jag mailade tekniska supporten och skickade dokument.,neutral
Jag kommer inte acceptera detta.,negativ
"Ursäkta att jag stör, supporten förstod direkt vad jag menade.",positiv
Kan ni uppdatera mina kontaktuppgifter?,neutral
Jag noterar vad ni sagt.,neutral
Ni lovade återkoppling inom 24 timmar – det har gått en vecka.,negativ
Bästa supporten jag varit med om på länge.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag chattade supporten och fick information.,neutral
Jag mailade er avdelning och fick information.,neutral
Jag ska läsa igenom villkoren först.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Supporten förstod direkt vad jag menade.,positiv
Jag kontaktade kundtjänst och bad om återkoppling.,neutral
Det här var inte vad jag förväntade mig.,negativ
Återkommer om det behövs.,neutral
Jag nådde kundservice och blev runtkopplad.,negativ
Jag kontaktade er avdelning och blev hjälpt.,positiv
Fakturan stämmer inte alls och ingen hjälper mig.,negativ
Jag ringde kundtjänst och löste problemet.,positiv
Tack för informationen.,neutral
Tack för informationen.,neutral
Jag kontaktade supporten och löste problemet.,positiv
Jag mailade tekniska supporten och blev hjälpt.,positiv
Jag nådde kundtjänst och ingen kunde hjälpa.,negativ
Ni har inte löst någonting.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Kan ni bekräfta att ni tagit emot min beställning?,neutral
Jag noterar vad ni sagt.,neutral
Tack för att ni följde upp mitt ärende.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Vilka betalningsalternativ erbjuder ni?,neutral
Er support är helt värdelös.,negativ
Jag gillar ert nya system.,positiv
Tack för informationen.,neutral
Ni har inte löst någonting.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade kundtjänst och ställde en fråga.,neutral
Jag chattade tekniska supporten och fick information.,neutral
Jag nådde tekniska supporten och löste problemet.,positiv
Jag kontaktade er avdelning och blev hjälpt.,positiv
Ni har inte löst någonting.,negativ
Jag mailade kundservice och skickade dokument.,neutral
Ni har tappat bort mina dokument. Det är under all kritik.,negativ
"jag hoppas ni kan hjälpa mig, kan ni skicka en bekräftelse på mail?",neutral
Jag kontaktade kundservice och allt ordnade sig.,positiv
Jag ringde er avdelning och fick hjälp.,positiv
Återkommer om det behövs.,neutral
Jag mailade supporten och fick hjälp.,positiv
Jag kontaktade tekniska supporten och ingen kunde hjälpa.,negativ
Ni gjorde en komplicerad process enkel.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag chattade er avdelning och fick hjälp.,positiv
Jag undrar hur lång leveranstiden är.,neutral
Jag mailade er avdelning och löste problemet.,positiv
Det känns som att ni verkligen bryr er.,positiv
Jag nådde kundtjänst och fick hjälp.,positiv
"Jag fick hjälp inom några minuter, imponerad!",positiv
Jag mailade kundtjänst och fick information.,neutral
Jag mailade kundservice och allt ordnade sig.,positiv
Jag kontaktade tekniska supporten och fick information.,neutral
Jag ringde er avdelning och fick information.,neutral
Jag chattade kundservice och blev hjälpt.,positiv
Jag mailade kundtjänst och fick svar direkt.,positiv
Jag ska läsa igenom villkoren först.,neutral
Jag är så glad att jag ringde er.,positiv
Det känns som att ni verkligen bryr er.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Jag mailade supporten och ställde en fråga.,neutral
Jag gillar ert nya system.,positiv
Vilken skillnad efter att ni hjälpte mig!,positiv
Jag ringde supporten och blev hjälpt.,positiv
Jag ska läsa igenom villkoren först.,neutral
Ni har tappat bort mina dokument.,negativ
Jag kontaktade tekniska supporten och fick inget svar.,negativ
Jag känner mig lurad av ert företag.,negativ
Ni har inte löst någonting.,negativ
Jag chattade er avdelning och ingen kunde hjälpa.,negativ
Jag nådde kundtjänst och fick information.,neutral
Ni har inte löst någonting.,negativ
Jag chattade kundservice och löste problemet.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Jag ringde supporten och bad om återkoppling.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag är inte nöjd alls.,negativ
Återkommer om det behövs.,neutral
Jag kontaktade tekniska supporten och ställde en fråga.,neutral
Jag nådde kundtjänst och allt ordnade sig.,positiv
Tack för informationen.,neutral
Jag chattade er avdelning och ingen kunde hjälpa.,negativ
Kommer aldrig mer anlita er igen.,negativ
Bra att ni lyssnade på min feedback.,positiv
Jag ringde supporten och fick svar direkt.,positiv
Kundtjänsten var mycket vägledningsam och professionell.,positiv
Ni har inte löst någonting.,negativ
Jag förstår inte varför detta ska vara så svårt.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Jag mailade kundservice och bad om återkoppling.,neutral
Jag mailade supporten och fick hjälp.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Detta är tredje gången jag ringer om samma sak.,negativ
Jag mailade er avdelning och fick information.,neutral
Jag ska läsa igenom villkoren först.,neutral
Jag nådde tekniska supporten och löste problemet.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Jag noterar vad ni sagt.,neutral
Jag mailade kundservice och fick svar direkt.,positiv
Personalen var otrevlig och ointresserad. Det är under all kritik.,negativ
Jag ringde supporten och fick inget svar.,negativ
Jag nådde kundtjänst och fick information.,neutral
Jag chattade kundservice och löste problemet.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag kontaktade er avdelning och ingen kunde hjälpa.,negativ
Äntligen fick absolut inte jag svar på min fråga.,negativ
Mycket smidigare än jag trodde.,positiv
Tack för informationen.,neutral
"Ni löste mitt problem direkt, fantastiskt!",positiv
Jag ringde supporten och fick vänta länge.,negativ
Jag kontaktade er avdelning och bad om återkoppling.,neutral
Jag gillar ert nya system.,positiv
Jag ringde kundservice och lovades hjälp men inget hände.,negativ
Jag mailade tekniska supporten och fick vänta länge.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag chattade kundtjänst och fick hjälp.,positiv
Jag rekommenderar er varmt till alla jag känner.,positiv
